This file was created by CMPT_EP_CFP_OP_INV_NI_AC_RETS using the 201810 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on OP.

The portfolios are constructed at the end of June.  OP, operating profitability, is
operating profits (sales minus cost of goods sold, minus selling, general, and,
administrative expenses, minus interest expense) divided by book equity 
at the last fiscal year end of the prior calendar year.

Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weight Returns -- Monthly
,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
198612,    203.32,    720.76,    877.16,    154.49,    482.49,    702.11,   1060.24,    761.36,     73.47,    352.51,    417.62,    562.07,    504.89,    921.08,    923.04,   1180.45,   1001.09,    579.45
198701,    197.80,    702.77,    855.26,    150.42,    470.76,    681.75,   1035.77,    741.71,     71.89,    341.53,    405.55,    550.65,    485.22,    899.34,    903.34,   1151.70,    977.05,    565.33
198702,    223.58,    786.61,    969.21,    168.49,    531.80,    772.57,   1165.66,    836.18,     79.73,    383.93,    465.33,    613.85,    551.35,   1015.99,    992.48,   1317.19,   1091.00,    644.79
198703,    239.09,    817.60,   1012.87,    184.06,    547.20,    808.33,   1200.79,    882.10,     90.00,    409.70,    479.46,    631.50,    579.21,   1060.69,   1024.23,   1356.24,   1153.11,    678.71
198704,    241.07,    828.02,   1047.83,    182.95,    561.13,    817.96,   1237.60,    908.11,     90.27,    405.83,    493.81,    644.97,    580.72,   1082.24,   1034.58,   1414.99,   1194.46,    694.39
198705,    238.17,    808.57,   1035.84,    179.46,    551.88,    798.83,   1219.95,    896.69,     88.44,    397.29,    492.94,    625.14,    567.32,   1055.87,   1014.19,   1399.74,   1184.79,    681.97
198706,    237.37,    816.90,   1036.06,    179.87,    548.62,    812.74,   1225.91,    895.18,     90.70,    390.95,    487.25,    624.30,    573.09,   1076.18,   1020.92,   1404.31,   1175.25,    687.20
198707,    206.39,    963.24,    838.67,    124.46,    639.42,    961.71,   1182.44,    731.93,     63.44,    296.71,    615.81,    665.44,    732.48,   1224.59,   1284.78,   1099.25,    943.74,    576.09
198708,    217.50,   1000.15,    883.12,    132.76,    666.35,   1000.77,   1237.04,    767.27,     67.10,    317.60,    639.78,    695.83,    752.91,   1287.09,   1323.39,   1166.97,    983.96,    607.34
198709,    223.81,   1036.11,    923.86,    136.53,    689.12,   1035.79,   1289.85,    802.51,     67.55,    329.62,    659.98,    721.27,    769.82,   1343.04,   1370.44,   1223.76,   1024.96,    637.70
198710,    221.95,   1019.41,    900.29,    137.23,    674.42,   1024.00,   1266.53,    776.12,     68.77,    326.57,    642.16,    709.94,    762.48,   1324.43,   1340.09,   1206.48,    990.63,    615.75
198711,    166.59,    809.37,    697.34,     98.25,    528.40,    809.96,   1011.61,    593.55,     47.26,    238.29,    505.52,    553.52,    600.93,   1051.76,   1082.27,    954.22,    765.65,    465.66
198712,    158.78,    746.92,    637.61,     93.77,    497.01,    739.51,    931.24,    544.05,     45.64,    223.84,    479.43,    516.28,    555.15,    952.34,   1008.83,    868.27,    703.72,    425.62
198801,    168.56,    799.58,    687.09,    100.06,    524.36,    799.46,    988.89,    591.80,     48.57,    238.11,    504.07,    546.67,    601.85,   1028.49,   1070.11,    923.05,    766.71,    462.42
198802,    177.82,    838.71,    720.67,    104.64,    548.89,    843.19,   1033.99,    620.59,     50.06,    250.58,    531.07,    568.50,    638.26,   1080.10,   1118.14,    966.01,    804.47,    484.67
198803,    184.17,    878.88,    761.26,    111.51,    563.33,    881.63,   1082.12,    660.56,     54.41,    262.66,    533.39,    596.48,    665.44,   1129.37,   1174.15,   1007.47,    860.12,    515.07
198804,    183.81,    858.82,    745.96,    112.79,    557.03,    867.23,   1045.45,    650.93,     56.86,    260.23,    527.85,    588.87,    664.73,   1099.38,   1129.04,    977.48,    850.13,    504.75
198805,    186.43,    875.47,    750.08,    115.42,    553.56,    893.51,   1056.97,    653.95,     58.15,    265.17,    524.87,    584.88,    682.54,   1137.46,   1147.96,    983.04,    854.28,    505.55
198806,    187.95,    879.90,    750.66,    115.34,    559.31,    892.57,   1067.47,    653.03,     57.72,    265.74,    535.30,    585.55,    676.29,   1144.62,   1165.61,    987.62,    853.54,    504.81
198807,    166.00,    861.77,    818.75,    121.72,    422.67,   1128.14,    865.63,    772.65,     55.46,    319.64,    388.36,    458.94,    954.57,   1290.43,    807.12,    915.27,    914.08,    642.72
198808,    166.83,    852.86,    811.99,    122.50,    421.91,   1117.43,    855.24,    766.48,     55.98,    320.18,    387.98,    457.70,    963.47,   1262.31,    794.07,    907.69,    901.80,    641.91
198809,    164.88,    828.31,    791.35,    120.73,    416.86,   1080.61,    831.20,    749.63,     54.34,    317.15,    385.37,    449.90,    937.29,   1216.32,    775.93,    878.55,    883.46,    626.87
198810,    170.19,    856.57,    836.08,    123.63,    435.75,   1107.86,    873.96,    793.94,     55.97,    323.93,    403.35,    469.47,    942.46,   1265.51,    815.45,    924.31,    939.17,    659.79
198811,    171.26,    877.49,    856.15,    124.88,    440.22,   1144.14,    891.88,    809.87,     55.52,    328.19,    403.51,    478.21,    969.34,   1311.85,    820.73,    953.21,    965.55,    665.78
198812,    169.15,    859.04,    834.00,    124.41,    430.85,   1116.25,    880.42,    781.05,     54.91,    326.34,    391.31,    471.67,    950.30,   1275.44,    805.59,    944.82,    919.00,    654.16
198901,    171.82,    875.97,    854.00,    125.74,    443.82,   1137.78,    888.45,    807.66,     55.98,    327.02,    403.54,    484.93,    964.37,   1302.34,    816.65,    950.38,    933.55,    689.81
198902,    184.16,    934.46,    914.80,    135.41,    469.91,   1213.62,    955.28,    860.76,     60.79,    349.65,    426.72,    514.40,   1030.52,   1386.15,    871.67,   1026.91,    997.59,    732.73
198903,    183.10,    913.25,    899.40,    134.93,    463.44,   1179.11,    943.73,    844.61,     61.01,    346.69,    422.38,    505.61,    991.15,   1357.38,    862.06,   1014.03,    969.49,    727.14
198904,    188.18,    929.01,    926.47,    139.42,    473.20,   1180.98,    978.80,    871.16,     63.86,    355.30,    428.94,    518.79,   1005.26,   1347.61,    904.84,   1042.02,    995.74,    753.70
198905,    198.65,    976.45,    960.54,    147.84,    495.50,   1242.04,   1045.10,    883.69,     68.64,    374.01,    449.50,    542.34,   1034.93,   1439.76,    956.28,   1122.32,    982.28,    791.04
198906,    208.32,   1015.66,   1001.94,    154.79,    517.34,   1285.49,   1092.97,    922.47,     72.44,    387.02,    471.96,    563.70,   1056.03,   1506.03,   1006.21,   1168.11,   1027.02,    823.48
198907,    181.98,    971.23,   1033.11,    134.57,    481.37,   1058.53,   1092.26,   1041.27,     58.62,    361.23,    401.19,    582.12,    740.37,   1404.64,   1171.50,   1017.13,   1422.30,    707.61
198908,    192.80,   1047.04,   1132.93,    142.79,    512.02,   1137.30,   1181.70,   1151.87,     61.15,    385.51,    422.46,    624.69,    805.38,   1496.14,   1272.24,   1096.14,   1570.37,    784.81
198909,    198.76,   1065.30,   1160.35,    147.05,    521.48,   1156.64,   1210.25,   1179.18,     63.15,    395.31,    434.53,    630.30,    812.68,   1528.59,   1301.60,   1123.94,   1598.88,    808.10
198910,    198.73,   1060.56,   1157.03,    146.48,    523.57,   1144.75,   1212.16,   1174.25,     62.64,    391.53,    437.22,    630.88,    810.37,   1506.44,   1306.00,   1123.77,   1565.26,    827.68
198911,    192.07,   1037.45,   1125.05,    141.84,    512.96,   1118.61,   1174.57,   1148.12,     59.29,    382.12,    422.75,    623.63,    799.82,   1461.27,   1274.39,   1080.59,   1545.84,    792.69
198912,    196.64,   1064.70,   1130.56,    145.06,    526.53,   1148.44,   1190.61,   1154.81,     60.35,    390.45,    432.19,    642.74,    827.59,   1490.03,   1304.84,   1084.06,   1561.04,    793.06
199001,    199.09,   1102.28,   1129.00,    145.72,    536.00,   1187.45,   1224.96,   1148.07,     59.60,    392.59,    441.70,    652.30,    866.63,   1525.85,   1367.74,   1092.66,   1571.02,    767.16
199002,    186.40,   1024.76,   1047.15,    136.82,    497.01,   1110.28,   1139.71,   1058.89,     55.01,    370.15,    410.58,    603.03,    801.04,   1435.42,   1263.04,   1024.74,   1447.41,    705.90
199003,    190.55,   1039.31,   1060.59,    140.22,    508.52,   1127.05,   1146.95,   1075.07,     56.57,    376.95,    416.45,    621.54,    806.66,   1467.40,   1269.13,   1033.06,   1464.08,    718.49
199004,    194.52,   1060.36,   1097.10,    143.52,    509.10,   1151.53,   1177.59,   1117.82,     58.11,    381.80,    420.53,    617.89,    828.35,   1496.03,   1305.98,   1057.92,   1523.73,    742.38
199005,    187.25,   1031.86,   1079.58,    138.36,    486.64,   1133.87,   1137.29,   1106.30,     55.87,    366.26,    402.59,    590.35,    803.24,   1481.72,   1253.25,   1029.20,   1510.48,    730.21
199006,    204.55,   1117.76,   1190.91,    151.19,    528.04,   1225.25,   1253.44,   1211.41,     61.79,    394.61,    436.15,    641.19,    864.88,   1604.40,   1361.64,   1152.03,   1638.15,    812.00
199007,    205.64,    996.76,   1220.05,    147.93,    603.12,    871.75,   1414.49,   1137.62,     67.55,    380.23,    477.07,    779.49,    609.06,   1144.24,   1415.86,   1413.01,   1527.37,    846.94
199008,    202.88,    996.52,   1198.84,    144.42,    609.08,    870.25,   1396.21,   1117.19,     64.92,    372.30,    475.01,    798.84,    602.10,   1150.12,   1401.28,   1390.77,   1493.98,    836.65
199009,    182.83,    905.51,   1079.98,    128.33,    556.34,    796.35,   1254.52,   1010.28,     56.12,    333.84,    435.97,    725.78,    546.61,   1055.45,   1263.90,   1244.44,   1360.32,    751.33
199010,    169.91,    869.20,   1021.06,    118.59,    524.69,    765.76,   1193.49,    958.48,     51.92,    306.24,    407.63,    689.21,    517.33,   1022.72,   1217.69,   1167.55,   1287.06,    714.85
199011,    163.57,    858.93,   1022.37,    114.36,    518.31,    754.67,   1177.90,    964.64,     49.66,    295.83,    393.00,    693.36,    514.95,   1003.41,   1196.31,   1158.03,   1296.65,    717.26
199012,    176.87,    909.85,   1095.76,    124.41,    552.78,    796.10,   1256.18,   1033.56,     55.65,    315.66,    419.45,    739.75,    547.44,   1053.33,   1268.79,   1242.48,   1388.92,    767.48
199101,    181.00,    931.89,   1136.35,    128.20,    561.42,    819.73,   1288.98,   1073.10,     58.31,    319.86,    422.68,    755.98,    565.44,   1080.39,   1292.27,   1285.41,   1435.77,    799.53
199102,    191.19,    971.00,   1206.74,    136.98,    579.76,    843.84,   1365.95,   1143.35,     62.50,    339.67,    437.34,    779.47,    590.42,   1102.82,   1374.23,   1356.93,   1536.55,    846.01
199103,    208.00,   1031.30,   1301.09,    150.76,    620.79,    892.48,   1447.16,   1244.53,     70.36,    366.92,    465.03,    840.07,    624.57,   1166.28,   1458.16,   1435.16,   1644.43,    940.60
199104,    218.51,   1051.04,   1354.15,    160.42,    633.70,    919.82,   1470.60,   1303.28,     77.17,    381.97,    477.06,    853.01,    632.70,   1216.03,   1466.93,   1474.63,   1738.22,    972.16
199105,    221.49,   1048.47,   1356.92,    162.41,    634.36,    924.41,   1461.69,   1308.24,     78.79,    381.91,    480.63,    849.58,    637.36,   1220.54,   1452.06,   1472.20,   1744.37,    976.21
199106,    228.31,   1082.39,   1426.49,    167.90,    654.65,    944.89,   1536.79,   1367.10,     81.38,    393.56,    491.43,    885.88,    662.34,   1236.39,   1508.99,   1567.23,   1807.96,   1029.77
199107,    191.11,    991.26,   1325.89,    135.87,    522.78,    877.99,   1553.61,   1262.20,     60.39,    336.59,    442.53,    617.76,    719.69,   1016.03,   1635.60,   1480.21,   1570.20,    991.78
199108,    198.74,   1030.57,   1399.63,    141.28,    548.31,    910.39,   1616.35,   1338.40,     63.04,    348.64,    459.30,    653.42,    750.06,   1050.15,   1691.97,   1548.45,   1659.24,   1056.70
199109,    203.82,   1043.79,   1448.84,    145.03,    562.34,    914.60,   1650.11,   1390.34,     65.65,    354.47,    468.95,    673.00,    754.40,   1053.78,   1716.74,   1590.29,   1711.74,   1106.88
199110,    205.52,   1038.31,   1417.82,    146.69,    566.17,    911.38,   1615.48,   1363.02,     68.17,    354.90,    468.92,    681.84,    747.18,   1054.46,   1688.41,   1549.99,   1667.19,   1094.86
199111,    213.47,   1051.97,   1442.14,    153.65,    584.34,    923.44,   1632.99,   1383.86,     73.08,    365.01,    480.14,    708.40,    748.28,   1075.49,   1688.52,   1582.97,   1695.40,   1109.94
199112,    206.12,    999.42,   1400.52,    149.36,    559.40,    878.93,   1547.75,   1355.92,     69.54,    353.67,    455.38,    682.91,    715.63,   1020.21,   1592.02,   1508.03,   1628.53,   1115.06
199201,    223.56,   1092.19,   1581.30,    163.15,    615.22,    953.83,   1704.04,   1542.70,     76.44,    385.01,    486.53,    767.59,    785.82,   1099.18,   1736.95,   1674.61,   1842.40,   1277.92
199202,    229.36,   1084.49,   1569.54,    169.09,    605.33,    950.52,   1707.95,   1522.87,     82.20,    388.14,    488.34,    744.32,    794.44,   1085.54,   1736.84,   1682.12,   1827.64,   1255.19
199203,    234.52,   1101.87,   1583.80,    171.00,    615.56,    976.50,   1718.21,   1538.50,     81.98,    393.55,    504.56,    748.31,    828.37,   1104.58,   1745.70,   1693.49,   1844.01,   1271.64
199204,    229.95,   1081.44,   1547.04,    167.55,    602.76,    964.89,   1680.34,   1500.14,     80.15,    382.19,    493.35,    732.87,    829.13,   1082.93,   1703.27,   1659.86,   1804.16,   1232.71
199205,    232.12,   1118.21,   1566.74,    166.46,    613.25,   1003.42,   1742.41,   1501.12,     78.32,    376.77,    505.28,    741.35,    851.41,   1135.46,   1762.67,   1724.26,   1808.81,   1230.66
199206,    237.26,   1124.27,   1583.20,    171.04,    623.30,   1006.84,   1741.74,   1523.55,     80.24,    384.28,    508.80,    758.91,    856.20,   1137.63,   1759.23,   1725.98,   1832.08,   1251.96
199207,    260.45,   1040.55,   1394.25,    177.18,    732.13,   1058.53,   1214.26,   1469.99,     94.21,    345.84,    630.69,    841.62,    806.77,   1302.07,   1196.93,   1229.81,   1816.00,   1213.77
199208,    271.91,   1085.35,   1457.71,    185.15,    756.59,   1111.58,   1264.35,   1536.83,    100.36,    354.72,    650.60,    871.33,    853.26,   1360.66,   1240.29,   1285.92,   1905.83,   1265.13
199209,    258.91,   1060.57,   1435.12,    176.41,    723.39,   1090.54,   1238.55,   1516.24,     94.20,    339.07,    616.38,    839.23,    836.00,   1335.23,   1216.25,   1258.49,   1871.96,   1254.33
199210,    263.34,   1074.71,   1460.44,    180.48,    728.98,   1104.10,   1270.11,   1535.77,     96.58,    345.01,    620.90,    845.33,    848.03,   1348.75,   1240.97,   1296.14,   1920.81,   1250.67
199211,    267.98,   1072.79,   1494.21,    184.55,    726.70,   1099.98,   1289.81,   1571.90,    100.54,    347.82,    626.89,    834.49,    851.50,   1337.38,   1251.69,   1323.84,   1985.29,   1265.82
199212,    285.13,   1101.27,   1564.44,    198.65,    752.67,   1121.92,   1354.06,   1638.46,    109.54,    370.42,    658.40,    853.92,    864.26,   1368.07,   1301.78,   1400.97,   2081.00,   1311.74
